Timestamp,Location,State,Threat_Level,Threat_Probability,Fume_Detection,Metal_Detection,GPR_Reading,Ground_CV,Drone_CV,Disturbance,Thermal,Explosive_Type,Fume_Signature,Danger_Level,Detonation_Velocity,Density,Brisance,Explosive_Class,Action
2025-09-15 21:18:30,Kokrajhar Border,Assam,MODERATE,49.25,48.55,59.83,51.44,44.92,53.45,32.96,34.37,WaterGel-006,Orange/Brown NOx,Medium,4310,1.212,Medium to High,Water-Based Blasting Agent,Enhanced monitoring and caution advised
2025-09-15 21:52:40,Tezpur Airbase,Assam,MODERATE,54.15,61.63,65.84,38.71,52.15,62.87,43.02,40.48,RDX-009,Orange/Brown NOx,Very High,8840,1.838,Very High,Nitramine Secondary Explosive,Enhanced monitoring and caution advised
2025-09-15 22:28:14,Jorhat District,Assam,MODERATE,55.54,71.45,50.15,57.38,46.28,60.4,31.43,47.21,HMX-002,Orange/Brown NOx,Very High,9120,1.914,Extremely High,Nitramine Secondary Explosive,Enhanced monitoring and caution advised
2025-09-15 22:32:14,Kokrajhar Border,Assam,LOW,31.53,41.17,10.18,39.04,39.3,40.38,29.04,10.48,NG-005,Orange/Brown NOx,Very High,7550,1.61,Very High,Nitrate Ester Secondary Explosive,Standard patrol procedures
2025-09-16 01:07:09,Mon Border Area,Nagaland,HIGH,65.96,68.3,77.06,65.01,64.47,69.88,44.94,50.76,Dynamite-002,Orange/Brown NOx,Medium,4570,1.504,High,Nitroglycerin-Based Mixture,Route diversion and increased surveillance
2025-09-16 01:24:36,Dimapur Junction,Nagaland,HIGH,68.66,78.1,70.56,57.4,69.9,77.49,61.48,53.14,Composition B,Black/Orange-Brown,Very High,7945,1.685,Very High,Melt-Cast Mixture,Route diversion and increased surveillance
2025-09-16 01:49:16,Imphal City Center,Manipur,LOW,30.61,40.43,37.64,25.54,21.84,21.3,30.18,10.72,Dynamite-003,Orange/Brown NOx,Medium,4580,1.506,High,Nitroglycerin-Based Mixture,Standard patrol procedures
2025-09-16 01:52:02,Wokha Checkpoint,Nagaland,CRITICAL,84.56,95.59,82.86,85.7,86.55,76.17,70.41,72.69,Emulsion-002,Orange/Brown NOx,High,5120,1.229,Medium to High,Water-Based Blasting Agent,Immediate evacuation and EOD deployment
2025-09-16 03:18:01,Thoubal Checkpoint,Manipur,LOW,23.08,19.26,32.13,36.64,5.33,20.57,19.11,0.27,Emulsion-005,Orange/Brown NOx,High,5150,1.235,High,Water-Based Blasting Agent,Standard patrol procedures
2025-09-16 04:09:32,Champhai Border,Mizoram,HIGH,70.93,85.06,59.83,75.63,61.44,76.44,54.1,67.55,CompB-010,Black/Orange-Brown,Very High,8045,1.705,Very High,Melt-Cast Mixture,Route diversion and increased surveillance
2025-09-16 04:24:04,Silchar Airport,Assam,CRITICAL,76.36,84.6,75.94,65.42,73.44,86.82,75.33,67.51,Dynamite,Orange/Brown NOx,Medium,4550,1.5,High to Very High,Nitroglycerin-Based Mixture,Immediate evacuation and EOD deployment
2025-09-16 08:26:01,Kohima City,Nagaland,MODERATE,60.23,70.09,62.5,62.93,54.08,61.5,37.53,46.14,Semtex-003,Orange/Brown NOx,Very High,7575,1.501,Very High,Plastic Explosive (PBX),Enhanced monitoring and caution advised
2025-09-16 09:15:46,Zunheboto Hills,Nagaland,MODERATE,46.78,48.24,39.56,48.83,52.06,54.68,45.32,36.66,TATP-004,Unknown,High,5340,1.188,N/A (Primary),Primary Explosive; HME,Enhanced monitoring and caution advised
2025-09-16 09:30:27,Senapati Checkpoint,Manipur,LOW,31.72,39.32,43.67,43.63,12.41,18.11,11.96,3.58,TATP-004,Unknown,High,5340,1.188,N/A (Primary),Primary Explosive; HME,Standard patrol procedures
2025-09-16 09:51:50,Kakching District,Manipur,LOW,30.9,40.9,37.57,13.74,40.74,21.77,30.06,23.16,RDX-009,Orange/Brown NOx,Very High,8840,1.838,Very High,Nitramine Secondary Explosive,Standard patrol procedures
2025-09-16 11:05:47,Jiribam Railway Station,Manipur,HIGH,67.45,78.49,62.35,74.48,64.68,60.69,50.62,57.21,LeadAzide-004,Unknown,High,5340,4.718,Medium,Primary Explosive,Route diversion and increased surveillance
2025-09-16 11:48:35,Dharmanagar Border,Tripura,HIGH,71.63,81.19,81.01,62.4,58.88,74.31,63.47,59.55,Semtex-009,Orange/Brown NOx,Very High,7635,1.513,Very High,Plastic Explosive (PBX),Route diversion and increased surveillance
2025-09-16 12:56:59,Aizawl City,Mizoram,HIGH,62.87,67.34,63.62,69.89,55.42,68.0,43.9,52.05,WaterGel-007,Orange/Brown NOx,Medium,4320,1.214,Medium,Water-Based Blasting Agent,Route diversion and increased surveillance
2025-09-16 14:02:13,Tuensang District,Nagaland,LOW,22.36,27.43,30.85,4.89,33.94,11.0,32.32,12.56,TATP-005,Unknown,High,5350,1.19,N/A (Primary),Primary Explosive; HME,Standard patrol procedures
2025-09-16 15:41:21,Kohima City,Nagaland,LOW,25.63,36.98,12.64,24.25,22.39,31.97,30.01,11.45,TATP-007,Unknown,High,5370,1.194,N/A (Primary),Primary Explosive; HME,Standard patrol procedures
2025-09-16 16:38:50,Sabroom Border Post,Tripura,HIGH,67.54,73.25,65.14,64.74,72.56,71.75,57.04,62.28,PETN-001,Orange/Brown NOx,Very High,8410,1.772,Very High,Nitrate Ester Secondary Explosive,Route diversion and increased surveillance
2025-09-16 17:16:55,Jowai Checkpoint,Meghalaya,MODERATE,49.14,54.51,51.67,51.57,55.21,46.0,27.98,38.84,Dynamite,Orange/Brown NOx,Medium,4550,1.5,High to Very High,Nitroglycerin-Based Mixture,Enhanced monitoring and caution advised
2025-09-16 20:42:15,Zunheboto Hills,Nagaland,HIGH,62.72,74.87,57.59,59.64,65.07,62.36,51.68,52.81,TNT-004,Black/Orange-Brown,High,6940,1.658,High,Nitroaromatic Secondary Explosive,Route diversion and increased surveillance
2025-09-16 21:42:37,Udaipur District,Tripura,HIGH,65.53,70.06,61.84,66.72,65.65,70.81,53.29,66.63,Semtex-002,Orange/Brown NOx,Very High,7565,1.499,Very High,Plastic Explosive (PBX),Route diversion and increased surveillance
2025-09-16 22:44:07,Peren Border,Nagaland,HIGH,66.5,75.15,67.27,57.82,66.38,69.8,61.06,59.42,TATP-003,Unknown,High,5330,1.186,N/A (Primary),Primary Explosive; HME,Route diversion and increased surveillance
2025-09-16 23:10:44,Churachandpur Border,Manipur,HIGH,73.58,72.74,86.22,80.18,64.98,76.07,53.08,54.1,Semtex-010,Orange/Brown NOx,Very High,7645,1.515,Very High,Plastic Explosive (PBX),Route diversion and increased surveillance
2025-09-16 23:47:55,Tuensang District,Nagaland,MODERATE,49.76,53.97,55.15,32.66,57.19,53.75,51.7,48.89,LeadAzide-003,Unknown,High,5330,4.716,Medium,Primary Explosive,Enhanced monitoring and caution advised
2025-09-17 01:25:57,Agartala City,Tripura,CRITICAL,84.36,98.56,78.42,80.97,78.07,89.08,75.53,71.45,C4-003,Black/Orange-Brown,Very High,8096,1.666,Very High,Plastic Explosive (PBX),Immediate evacuation and EOD deployment
2025-09-17 01:41:26,Udaipur District,Tripura,MODERATE,51.69,68.45,43.55,41.14,55.63,47.43,56.09,34.35,CompB-001,Black/Orange-Brown,Very High,7955,1.687,Very High,Melt-Cast Mixture,Enhanced monitoring and caution advised
2025-09-17 02:49:09,Tawang Border,Arunachal Pradesh,MODERATE,51.15,52.82,51.29,50.34,57.49,58.63,44.36,31.48,LeadAzide-001,Unknown,High,5310,4.712,Medium,Primary Explosive,Enhanced monitoring and caution advised
2025-09-17 02:55:51,Kakching District,Manipur,CRITICAL,81.8,96.05,88.01,70.95,75.85,81.99,67.39,69.48,WaterGel-010,Orange/Brown NOx,Medium,4350,1.22,Medium,Water-Based Blasting Agent,Immediate evacuation and EOD deployment
2025-09-17 04:18:00,Khowai Junction,Tripura,MODERATE,45.44,50.47,66.05,36.72,33.82,43.46,29.76,31.31,HMTD-010,Unknown,Medium,4050,1.59,N/A (Primary),Primary Explosive; HME,Enhanced monitoring and caution advised
2025-09-17 05:39:18,Dibrugarh Oil Town,Assam,HIGH,65.53,72.77,80.04,47.28,57.92,71.43,63.64,51.61,Dynamite-006,Orange/Brown NOx,Medium,4610,1.512,High,Nitroglycerin-Based Mixture,Route diversion and increased surveillance
2025-09-17 05:53:45,Shillong City Center,Meghalaya,HIGH,67.32,71.25,74.87,54.93,73.35,70.82,62.46,57.56,RDX-008,Orange/Brown NOx,Very High,8830,1.836,Very High,Nitramine Secondary Explosive,Route diversion and increased surveillance
2025-09-17 06:18:32,Jowai Checkpoint,Meghalaya,CRITICAL,80.6,85.63,90.11,70.76,77.84,81.14,71.82,78.86,HMX-008,Orange/Brown NOx,Very High,9180,1.926,Extremely High,Nitramine Secondary Explosive,Immediate evacuation and EOD deployment
2025-09-17 09:24:34,Silchar Airport,Assam,LOW,18.73,40.9,8.35,20.88,16.86,8.79,0.0,1.88,Dynamite-002,Orange/Brown NOx,Medium,4570,1.504,High,Nitroglycerin-Based Mixture,Standard patrol procedures
2025-09-17 09:56:38,Sabroom Border Post,Tripura,HIGH,67.6,74.06,63.92,63.25,66.88,74.3,62.39,65.79,PETN-006,Orange/Brown NOx,Very High,8460,1.782,Very High,Nitrate Ester Secondary Explosive,Route diversion and increased surveillance
2025-09-17 11:08:55,Ukhrul Hills,Manipur,LOW,22.33,31.72,6.11,28.59,5.04,35.15,33.55,1.73,TNT-004,Black/Orange-Brown,High,6940,1.658,High,Nitroaromatic Secondary Explosive,Standard patrol procedures
2025-09-17 11:53:50,Imphal City Center,Manipur,HIGH,71.79,79.71,85.3,54.82,66.52,71.15,72.64,56.16,HMX-006,Orange/Brown NOx,Very High,9160,1.922,Extremely High,Nitramine Secondary Explosive,Route diversion and increased surveillance
2025-09-17 11:58:38,Guwahati City,Assam,LOW,14.72,26.1,16.94,5.27,9.02,20.81,3.8,7.75,MercuryFulminate-006,Unknown,Medium,4310,4.432,Medium,Primary Explosive,Standard patrol procedures
2025-09-17 13:26:59,Cherrapunji Hills,Meghalaya,LOW,29.06,37.2,45.01,31.37,9.34,26.4,0.0,18.3,WaterGel-005,Orange/Brown NOx,Medium,4300,1.21,Medium to High,Water-Based Blasting Agent,Standard patrol procedures
2025-09-17 13:57:09,Guwahati City,Assam,CRITICAL,82.79,90.88,86.86,79.6,88.97,75.96,68.54,68.67,Emulsion-009,Orange/Brown NOx,High,5190,1.243,High,Water-Based Blasting Agent,Immediate evacuation and EOD deployment
2025-09-17 14:09:42,Ukhrul Hills,Manipur,LOW,18.94,27.39,11.95,12.11,14.17,32.18,16.65,19.54,TATP-002,Unknown,High,5320,1.184,N/A (Primary),Primary Explosive; HME,Standard patrol procedures
2025-09-17 19:07:03,Dimapur Junction,Nagaland,LOW,26.99,20.82,40.67,27.27,35.23,31.3,7.73,15.35,RDX-009,Orange/Brown NOx,Very High,8840,1.838,Very High,Nitramine Secondary Explosive,Standard patrol procedures
2025-09-17 19:43:07,Tura Town,Meghalaya,LOW,22.07,36.73,45.38,5.04,15.89,12.11,0.0,0.0,Dynamite-002,Orange/Brown NOx,Medium,4570,1.504,High,Nitroglycerin-Based Mixture,Standard patrol procedures
2025-09-17 19:50:02,Kohima City,Nagaland,MODERATE,53.38,56.77,70.53,37.3,60.49,53.84,36.02,51.68,HMX-008,Orange/Brown NOx,Very High,9180,1.926,Extremely High,Nitramine Secondary Explosive,Enhanced monitoring and caution advised
2025-09-17 21:33:21,Udaipur District,Tripura,MODERATE,50.86,48.27,62.23,56.45,52.9,45.86,33.52,36.5,TNT-006,Black/Orange-Brown,High,6960,1.662,High,Nitroaromatic Secondary Explosive,Enhanced monitoring and caution advised
2025-09-17 23:42:48,Champhai Border,Mizoram,HIGH,66.33,75.2,62.53,74.41,59.06,63.93,49.41,58.12,Composition C-4,Black/Orange-Brown,Very High,8066,1.66,Very High,Plastic Explosive (PBX),Route diversion and increased surveillance
2025-09-18 00:45:25,Jiribam Railway Station,Manipur,MODERATE,40.87,53.68,48.41,29.2,32.11,37.81,32.47,33.72,HMTD-010,Unknown,Medium,4050,1.59,N/A (Primary),Primary Explosive; HME,Enhanced monitoring and caution advised
2025-09-18 00:45:54,Aizawl City,Mizoram,CRITICAL,87.34,94.11,97.0,91.49,81.65,81.42,66.04,63.99,Urea Nitrate,Unknown,Medium,4050,1.67,Similar to,High Explosive; HME,Immediate evacuation and EOD deployment
2025-09-18 01:36:42,Udaipur District,Tripura,HIGH,68.52,80.78,65.52,66.1,70.18,69.02,56.32,48.91,HMTD-002,Unknown,Medium,3970,1.574,N/A (Primary),Primary Explosive; HME,Route diversion and increased surveillance
2025-09-18 01:45:05,Shillong City Center,Meghalaya,HIGH,69.06,79.97,72.34,55.46,66.48,66.62,70.68,62.56,HMX-010,Orange/Brown NOx,Very High,9200,1.93,Extremely High,Nitramine Secondary Explosive,Route diversion and increased surveillance
2025-09-18 01:45:17,Haflong Hills,Assam,LOW,13.73,16.69,6.21,16.4,28.06,16.15,0.71,10.8,LeadAzide-010,Unknown,High,5400,4.73,Medium,Primary Explosive,Standard patrol procedures
2025-09-18 06:26:21,Imphal Airport Road,Manipur,HIGH,66.84,72.25,65.96,78.31,59.38,67.42,45.21,54.43,Emulsion-009,Orange/Brown NOx,High,5190,1.243,High,Water-Based Blasting Agent,Route diversion and increased surveillance
2025-09-18 10:26:21,Kohima City,Nagaland,MODERATE,48.93,52.06,61.72,43.37,55.89,54.12,24.39,29.21,Dynamite-006,Orange/Brown NOx,Medium,4610,1.512,High,Nitroglycerin-Based Mixture,Enhanced monitoring and caution advised
2025-09-18 11:02:12,Wokha Checkpoint,Nagaland,CRITICAL,82.48,91.77,79.62,85.6,75.63,81.74,72.24,70.54,BlackPowder-007,White vapor,Low,435,1.689,Medium,Low Explosive,Immediate evacuation and EOD deployment
2025-09-18 12:46:42,Kokrajhar Border,Assam,HIGH,67.45,70.23,84.05,52.75,64.84,67.55,60.6,64.61,TNT-001,Black/Orange-Brown,High,6910,1.652,High,Nitroaromatic Secondary Explosive,Route diversion and increased surveillance
2025-09-18 12:50:46,Silchar Airport,Assam,MODERATE,52.69,71.3,54.83,38.03,38.51,48.86,56.72,37.66,NG-006,Orange/Brown NOx,Very High,7560,1.612,Very High,Nitrate Ester Secondary Explosive,Enhanced monitoring and caution advised
2025-09-18 13:07:17,Dimapur Junction,Nagaland,MODERATE,52.28,55.36,67.18,33.67,58.38,50.37,49.75,48.48,LeadAzide-002,Unknown,High,5320,4.714,Medium,Primary Explosive,Enhanced monitoring and caution advised
2025-09-18 16:36:13,Wokha Checkpoint,Nagaland,LOW,26.7,29.2,26.72,25.32,37.44,30.33,19.12,6.08,Emulsion-001,Orange/Brown NOx,High,5110,1.227,Medium to High,Water-Based Blasting Agent,Standard patrol procedures
2025-09-18 17:00:42,Haflong Hills,Assam,MODERATE,40.65,50.65,38.92,27.92,52.93,51.91,24.43,33.88,Dynamite-001,Orange/Brown NOx,Medium,4560,1.502,High,Nitroglycerin-Based Mixture,Enhanced monitoring and caution advised
2025-09-18 17:58:46,Jiribam Railway Station,Manipur,MODERATE,46.83,56.39,46.72,33.8,52.21,46.78,48.54,37.56,MercuryFulminate-009,Unknown,Medium,4340,4.438,Medium,Primary Explosive,Enhanced monitoring and caution advised
2025-09-18 18:54:07,Nongpoh Junction,Meghalaya,HIGH,70.35,73.54,75.17,76.87,64.58,62.57,62.36,52.08,Dynamite-002,Orange/Brown NOx,Medium,4570,1.504,High,Nitroglycerin-Based Mixture,Route diversion and increased surveillance
2025-09-18 19:57:34,Tura Town,Meghalaya,MODERATE,56.4,67.02,42.86,65.95,59.3,52.9,40.54,52.09,RDX-001,Orange/Brown NOx,Very High,8760,1.822,Very High,Nitramine Secondary Explosive,Enhanced monitoring and caution advised
2025-09-18 20:42:08,Cherrapunji Hills,Meghalaya,LOW,33.79,39.3,35.23,41.35,11.59,23.39,36.52,30.03,PETN-006,Orange/Brown NOx,Very High,8460,1.782,Very High,Nitrate Ester Secondary Explosive,Standard patrol procedures
2025-09-18 21:12:37,Jiribam Railway Station,Manipur,CRITICAL,84.17,93.73,87.99,81.72,76.89,72.09,81.85,74.17,WaterGel-009,Orange/Brown NOx,Medium,4340,1.218,High,Water-Based Blasting Agent,Immediate evacuation and EOD deployment
2025-09-18 21:41:36,Zunheboto Hills,Nagaland,MODERATE,51.7,65.54,51.36,42.09,48.83,54.02,44.47,37.9,Water Gels/Slurries,Orange/Brown NOx,Medium,4250,1.2,Medium to High,Water-Based Blasting Agent/Explosive,Enhanced monitoring and caution advised
2025-09-18 21:53:43,Senapati Checkpoint,Manipur,CRITICAL,81.73,90.58,71.64,83.16,86.01,80.92,74.66,79.39,LeadAzide-009,Unknown,High,5390,4.728,Medium,Primary Explosive,Immediate evacuation and EOD deployment
2025-09-18 22:36:23,Imphal Airport Road,Manipur,LOW,33.34,45.56,23.99,32.08,25.54,42.39,27.92,23.07,RDX-005,Orange/Brown NOx,Very High,8800,1.83,Very High,Nitramine Secondary Explosive,Standard patrol procedures
2025-09-18 23:29:35,Wokha Checkpoint,Nagaland,HIGH,68.85,75.52,84.69,55.58,68.81,70.72,49.22,60.83,RDX-004,Orange/Brown NOx,Very High,8790,1.828,Very High,Nitramine Secondary Explosive,Route diversion and increased surveillance
2025-09-19 00:23:17,Dibrugarh Oil Town,Assam,HIGH,72.04,76.25,70.84,78.51,65.57,64.27,70.55,61.43,RDX-006,Orange/Brown NOx,Very High,8810,1.832,Very High,Nitramine Secondary Explosive,Route diversion and increased surveillance
2025-09-19 00:51:28,Khowai Junction,Tripura,MODERATE,47.45,63.45,47.98,39.3,54.27,41.2,28.98,33.72,HMTD-010,Unknown,Medium,4050,1.59,N/A (Primary),Primary Explosive; HME,Enhanced monitoring and caution advised
2025-09-19 02:36:40,Kakching District,Manipur,MODERATE,55.56,56.54,60.95,63.91,50.96,42.99,46.09,48.85,LeadAzide-005,Unknown,High,5350,4.72,Medium,Primary Explosive,Enhanced monitoring and caution advised
2025-09-19 03:01:43,Zunheboto Hills,Nagaland,CRITICAL,85.74,99.74,90.53,89.83,72.72,77.33,64.41,65.73,TATP,Unknown,High,5300,1.18,N/A (Primary),Primary Explosive; HME,Immediate evacuation and EOD deployment
2025-09-19 03:22:13,Ziro Valley,Arunachal Pradesh,MODERATE,47.52,63.77,45.07,35.57,59.07,44.91,28.18,44.75,TATP-010,Unknown,High,5400,1.2,N/A (Primary),Primary Explosive; HME,Enhanced monitoring and caution advised
2025-09-19 08:00:54,Agartala City,Tripura,LOW,21.76,20.43,27.0,17.39,37.32,27.78,10.43,4.42,RDX-009,Orange/Brown NOx,Very High,8840,1.838,Very High,Nitramine Secondary Explosive,Standard patrol procedures
2025-09-19 08:15:33,Saiha District,Mizoram,CRITICAL,83.82,90.73,87.65,81.65,85.77,77.07,71.71,76.5,LeadAzide-008,Unknown,High,5380,4.726,Medium,Primary Explosive,Immediate evacuation and EOD deployment
2025-09-19 09:13:19,Kohima City,Nagaland,CRITICAL,82.62,88.56,83.09,92.46,71.6,81.2,66.8,68.18,TNT-005,Black/Orange-Brown,High,6950,1.66,High,Nitroaromatic Secondary Explosive,Immediate evacuation and EOD deployment
2025-09-19 11:02:19,Jiribam Railway Station,Manipur,LOW,13.96,26.31,2.12,10.43,7.82,25.08,11.08,9.47,ANFO-002,Orange/Brown NOx,Medium,3470,0.879,Low to Medium,Blasting Agent,Standard patrol procedures
2025-09-19 12:03:37,Jowai Checkpoint,Meghalaya,CRITICAL,84.03,84.55,98.89,79.28,80.72,81.63,70.75,78.99,TATP-003,Unknown,High,5330,1.186,N/A (Primary),Primary Explosive; HME,Immediate evacuation and EOD deployment
2025-09-19 12:45:17,Ukhrul Hills,Manipur,CRITICAL,88.15,98.74,98.3,79.76,81.12,83.07,75.73,77.27,Semtex-006,Orange/Brown NOx,Very High,7605,1.507,Very High,Plastic Explosive (PBX),Immediate evacuation and EOD deployment
2025-09-19 14:14:47,Bishnupur District,Manipur,CRITICAL,76.18,92.62,76.0,62.25,84.63,71.58,66.22,62.67,BlackPowder-004,White vapor,Low,420,1.683,Medium,Low Explosive,Immediate evacuation and EOD deployment
2025-09-19 15:46:47,Phek District,Nagaland,MODERATE,55.59,67.37,52.78,48.07,51.75,61.63,55.61,33.58,HMX-004,Orange/Brown NOx,Very High,9140,1.918,Extremely High,Nitramine Secondary Explosive,Enhanced monitoring and caution advised
2025-09-19 17:27:37,Nongpoh Junction,Meghalaya,HIGH,74.05,83.87,81.69,69.51,70.49,67.11,58.02,65.58,RDX-004,Orange/Brown NOx,Very High,8790,1.828,Very High,Nitramine Secondary Explosive,Route diversion and increased surveillance
2025-09-19 17:47:13,Haflong Hills,Assam,MODERATE,47.47,49.02,58.23,34.02,35.81,58.14,49.64,48.19,TATP-005,Unknown,High,5350,1.19,N/A (Primary),Primary Explosive; HME,Enhanced monitoring and caution advised
2025-09-19 18:56:56,Baghmara District,Meghalaya,HIGH,69.18,71.75,64.9,78.5,70.74,73.84,54.23,53.57,Emulsion-002,Orange/Brown NOx,High,5120,1.229,Medium to High,Water-Based Blasting Agent,Route diversion and increased surveillance
2025-09-19 21:51:07,Lunglei Town,Mizoram,MODERATE,44.99,42.74,50.05,46.35,48.03,38.71,40.26,46.51,ANFO-009,Orange/Brown NOx,Medium,3540,0.893,Low to Medium,Blasting Agent,Enhanced monitoring and caution advised
2025-09-20 00:00:32,Itanagar Capital,Arunachal Pradesh,LOW,22.78,15.02,43.23,31.63,16.58,13.93,0.77,18.41,BlackPowder-005,White vapor,Low,425,1.685,Medium,Low Explosive,Standard patrol procedures
2025-09-20 01:31:05,Wokha Checkpoint,Nagaland,LOW,14.33,14.46,22.05,0.0,5.56,30.94,15.99,21.03,HMTD-005,Unknown,Medium,4000,1.58,N/A (Primary),Primary Explosive; HME,Standard patrol procedures
2025-09-20 02:44:14,Itanagar Capital,Arunachal Pradesh,LOW,29.37,50.72,39.22,6.39,12.06,27.82,19.31,32.92,NG-009,Orange/Brown NOx,Very High,7590,1.618,Very High,Nitrate Ester Secondary Explosive,Standard patrol procedures
2025-09-20 04:44:28,Kailashahar Checkpoint,Tripura,MODERATE,42.31,43.62,34.93,53.35,52.56,38.94,29.86,32.21,MercuryFulminate-006,Unknown,Medium,4310,4.432,Medium,Primary Explosive,Enhanced monitoring and caution advised
2025-09-20 05:05:12,Wokha Checkpoint,Nagaland,MODERATE,55.97,64.19,41.49,64.45,56.25,50.68,57.65,45.58,NG-002,Orange/Brown NOx,Very High,7520,1.604,Very High,Nitrate Ester Secondary Explosive,Enhanced monitoring and caution advised
2025-09-20 05:53:56,Udaipur District,Tripura,HIGH,68.14,77.81,76.92,61.67,63.94,68.84,51.02,51.66,TATP-004,Unknown,High,5340,1.188,N/A (Primary),Primary Explosive; HME,Route diversion and increased surveillance
2025-09-20 07:51:37,Lunglei Town,Mizoram,HIGH,69.06,76.81,62.29,75.95,61.12,74.02,54.97,63.89,TATP-001,Unknown,High,5310,1.182,N/A (Primary),Primary Explosive; HME,Route diversion and increased surveillance
2025-09-20 08:26:20,Dharmanagar Border,Tripura,HIGH,71.16,73.91,81.51,68.13,68.54,65.09,65.31,57.16,Semtex-001,Orange/Brown NOx,Very High,7555,1.497,Very High,Plastic Explosive (PBX),Route diversion and increased surveillance
2025-09-20 09:17:26,Silchar Airport,Assam,HIGH,70.72,78.97,77.13,66.75,68.25,59.2,63.82,61.47,Mercury Fulminate,Unknown,Medium,4250,4.42,Medium,Primary Explosive,Route diversion and increased surveillance
2025-09-20 10:44:11,Longleng Checkpoint,Nagaland,MODERATE,55.03,69.41,58.19,41.81,39.98,62.88,50.02,47.79,PETN-005,Orange/Brown NOx,Very High,8450,1.78,Very High,Nitrate Ester Secondary Explosive,Enhanced monitoring and caution advised
2025-09-20 11:01:31,Phek District,Nagaland,HIGH,65.62,74.36,62.24,71.86,59.28,63.18,48.69,61.97,HMTD-007,Unknown,Medium,4020,1.584,N/A (Primary),Primary Explosive; HME,Route diversion and increased surveillance
2025-09-20 12:39:29,Itanagar Capital,Arunachal Pradesh,MODERATE,50.21,54.39,44.43,54.77,37.99,52.85,54.94,43.84,LeadAzide-009,Unknown,High,5390,4.728,Medium,Primary Explosive,Enhanced monitoring and caution advised
2025-09-20 13:29:11,Shillong City Center,Meghalaya,LOW,28.28,44.6,12.94,41.64,2.58,18.94,30.89,19.38,Water Gels/Slurries,Orange/Brown NOx,Medium,4250,1.2,Medium to High,Water-Based Blasting Agent/Explosive,Standard patrol procedures
2025-09-20 13:37:37,Kailashahar Checkpoint,Tripura,CRITICAL,79.58,82.22,75.97,82.68,86.42,74.85,76.86,69.71,ANFO-002,Orange/Brown NOx,Medium,3470,0.879,Low to Medium,Blasting Agent,Immediate evacuation and EOD deployment
2025-09-20 15:13:18,Tawang Border,Arunachal Pradesh,HIGH,69.49,70.51,58.59,82.1,72.57,63.32,71.7,59.25,RDX-003,Orange/Brown NOx,Very High,8780,1.826,Very High,Nitramine Secondary Explosive,Route diversion and increased surveillance
2025-09-20 15:47:55,Kailashahar Checkpoint,Tripura,CRITICAL,80.15,91.45,70.1,78.11,80.29,78.56,79.37,76.39,Emulsion-002,Orange/Brown NOx,High,5120,1.229,Medium to High,Water-Based Blasting Agent,Immediate evacuation and EOD deployment
2025-09-20 17:34:04,Kokrajhar Border,Assam,CRITICAL,80.61,82.27,90.85,81.88,76.99,74.76,69.0,68.56,WaterGel-007,Orange/Brown NOx,Medium,4320,1.214,Medium,Water-Based Blasting Agent,Immediate evacuation and EOD deployment
2025-09-20 18:39:46,Itanagar Capital,Arunachal Pradesh,HIGH,63.74,69.95,67.37,53.56,62.93,68.62,59.21,59.8,PETN-003,Orange/Brown NOx,Very High,8430,1.776,Very High,Nitrate Ester Secondary Explosive,Route diversion and increased surveillance
2025-09-20 20:19:27,Bongaigaon Refinery,Assam,CRITICAL,85.49,96.0,98.35,74.21,81.8,79.52,70.77,75.41,HMX-007,Orange/Brown NOx,Very High,9170,1.924,Extremely High,Nitramine Secondary Explosive,Immediate evacuation and EOD deployment
2025-09-20 20:36:41,Zunheboto Hills,Nagaland,CRITICAL,89.73,99.49,96.82,93.5,88.31,80.03,63.37,72.41,CompB-001,Black/Orange-Brown,Very High,7955,1.687,Very High,Melt-Cast Mixture,Immediate evacuation and EOD deployment
2025-09-20 21:58:09,Cherrapunji Hills,Meghalaya,CRITICAL,76.5,80.04,71.48,70.05,80.93,86.97,75.62,76.63,TATP,Unknown,High,5300,1.18,N/A (Primary),Primary Explosive; HME,Immediate evacuation and EOD deployment
2025-09-20 23:28:39,Jorhat District,Assam,HIGH,63.91,76.36,59.23,57.05,70.15,61.09,55.29,58.2,TATP-009,Unknown,High,5390,1.198,N/A (Primary),Primary Explosive; HME,Route diversion and increased surveillance
2025-09-21 00:05:00,Tawang Border,Arunachal Pradesh,MODERATE,48.31,66.52,51.33,31.55,55.58,44.95,33.16,34.66,ANFO-010,Orange/Brown NOx,Medium,3550,0.895,Medium,Blasting Agent,Enhanced monitoring and caution advised
2025-09-21 04:17:47,Agartala City,Tripura,LOW,25.01,28.24,42.59,13.59,18.2,12.82,25.45,21.32,BlackPowder-008,White vapor,Low,440,1.691,Medium,Low Explosive,Standard patrol procedures
2025-09-21 05:17:25,Imphal City Center,Manipur,LOW,32.9,28.24,45.8,41.16,37.74,24.66,12.1,20.03,NG-009,Orange/Brown NOx,Very High,7590,1.618,Very High,Nitrate Ester Secondary Explosive,Standard patrol procedures
2025-09-21 06:14:47,Nongpoh Junction,Meghalaya,MODERATE,46.56,47.93,66.39,39.77,34.94,47.65,36.68,28.34,HMTD-001,Unknown,Medium,3960,1.572,N/A (Primary),Primary Explosive; HME,Enhanced monitoring and caution advised
