Timestamp,Location,State,Threat_Level,Threat_Probability,Fume_Detection,Metal_Detection,GPR_Reading,Ground_CV,Drone_CV,Disturbance,Thermal,Explosive_Type,Fume_Signature,Danger_Level,Detonation_Velocity,Density,Brisance,Explosive_Class,Action
2025-05-28 13:31:32,Phek District,Nagaland,LOW,21.02,15.86,17.94,32.48,0.65,32.36,57.88,1.89,Unknown-173,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Standard patrol procedures
2025-05-28 14:05:32,Cherrapunji Hills,Meghalaya,MODERATE,38.69,61.85,39.13,36.07,39.42,23.41,47.42,40.6,Unknown-135,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-05-28 14:26:32,Senapati Checkpoint,Manipur,MODERATE,32.49,22.48,37.93,13.32,5.68,33.23,39.84,78.11,Unknown-45,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-05-28 14:33:32,Wokha Checkpoint,Nagaland,LOW,26.94,42.44,39.29,1.74,0.0,29.13,38.39,17.27,Unknown-150,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-05-28 15:06:32,Jowai Checkpoint,Meghalaya,LOW,25.36,32.89,12.12,26.34,32.05,17.18,53.02,28.16,Unknown-131,Unknown,Medium,5000,1.5,Medium,Unknown,Standard patrol procedures
2025-05-28 15:16:32,Mon Border Area,Nagaland,CRITICAL,80.57,98.19,59.65,91.07,51.54,62.42,100.0,35.99,Unknown-73,Unknown,Medium,5000,1.5,Very High,Unknown,Immediate evacuation and EOD deployment
2025-05-28 15:35:32,Dibrugarh Oil Town,Assam,LOW,17.45,14.56,15.34,33.37,19.2,1.87,0.0,34.74,Unknown-37,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-28 16:16:32,Churachandpur Border,Manipur,HIGH,64.31,67.56,51.11,82.01,70.58,54.65,94.54,7.4,Unknown-60,Unknown,Medium,5000,1.5,Very High,Unknown,Route diversion and increased surveillance
2025-05-28 17:01:32,Jowai Checkpoint,Meghalaya,CRITICAL,76.08,55.58,55.3,68.67,87.45,100.0,49.73,9.52,Unknown-4,Unknown,Medium,5000,1.5,High,Unknown,Immediate evacuation and EOD deployment
2025-05-28 17:57:32,Phek District,Nagaland,MODERATE,35.29,30.23,28.25,38.8,36.32,33.35,44.32,4.09,Unknown-65,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-05-28 18:50:32,Dharmanagar Border,Tripura,LOW,25.55,32.41,14.46,24.74,23.73,34.22,3.27,0.0,Unknown-66,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-28 19:34:32,Senapati Checkpoint,Manipur,HIGH,52.98,53.06,36.67,58.69,25.92,27.11,59.94,19.98,Unknown-57,Unknown,Medium,5000,1.5,Very High,Unknown,Route diversion and increased surveillance
2025-05-28 19:54:32,Wokha Checkpoint,Nagaland,HIGH,61.7,59.15,33.12,75.29,43.11,91.41,59.15,50.42,Unknown-52,Unknown,Medium,5000,1.5,Very High,Unknown,Route diversion and increased surveillance
2025-05-28 20:31:32,Ziro Valley,Arunachal Pradesh,MODERATE,37.45,95.07,0.0,22.36,11.51,5.39,14.21,36.72,Unknown-174,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Enhanced monitoring and caution advised
2025-05-28 21:34:32,Itanagar Capital,Arunachal Pradesh,CRITICAL,91.77,99.03,78.26,79.85,66.26,100.0,49.06,44.54,Unknown-187,Unknown,Medium,5000,1.5,Similar to,Unknown,Immediate evacuation and EOD deployment
2025-05-28 21:50:32,Champhai Border,Mizoram,CRITICAL,81.49,71.52,85.83,58.53,39.6,88.93,63.93,27.1,Unknown-2,Unknown,Medium,5000,1.5,High,Unknown,Immediate evacuation and EOD deployment
2025-05-28 22:03:32,Imphal City Center,Manipur,MODERATE,48.07,49.93,21.0,61.58,39.55,0.0,59.63,97.94,Unknown-85,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-05-28 22:08:32,Saiha District,Mizoram,LOW,10.43,20.63,5.03,6.13,24.61,20.17,44.68,8.89,Unknown-86,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-28 23:31:32,Senapati Checkpoint,Manipur,LOW,17.71,36.58,24.46,17.21,7.75,0.0,12.69,25.35,Unknown-167,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Standard patrol procedures
2025-05-29 00:22:32,Longleng Checkpoint,Nagaland,LOW,28.26,38.04,6.39,25.78,44.08,18.23,28.01,0.11,Unknown-156,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-05-29 00:24:32,Itanagar Capital,Arunachal Pradesh,LOW,27.72,10.58,20.39,57.98,18.22,25.82,23.22,29.96,Unknown-13,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-29 00:40:32,Longleng Checkpoint,Nagaland,MODERATE,37.6,49.74,10.4,51.24,46.64,25.6,36.79,95.01,Unknown-150,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-05-29 00:47:32,Ukhrul Hills,Manipur,MODERATE,45.18,34.5,48.92,94.24,9.05,51.34,35.86,38.58,Unknown-180,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Enhanced monitoring and caution advised
2025-05-29 00:52:32,Mokokchung Town,Nagaland,MODERATE,54.97,54.48,56.01,83.68,9.46,96.02,51.73,65.55,Unknown-132,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-05-29 00:58:32,Tezpur Airbase,Assam,LOW,26.5,27.42,25.04,30.82,11.31,32.13,41.74,59.15,Unknown-61,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-29 01:24:32,Tawang Border,Arunachal Pradesh,LOW,30.57,20.39,34.67,13.22,18.73,24.78,90.64,0.0,Unknown-62,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-29 01:25:32,Champhai Border,Mizoram,LOW,14.52,29.54,10.56,6.6,23.35,17.27,0.0,4.49,Unknown-70,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-29 01:50:32,Kakching District,Manipur,HIGH,72.63,79.88,56.67,51.5,51.36,48.23,95.89,49.95,Unknown-87,Unknown,Medium,5000,1.5,Very High,Unknown,Route diversion and increased surveillance
2025-05-29 01:57:32,Imphal Airport Road,Manipur,MODERATE,48.42,47.96,32.38,71.04,39.3,12.75,88.44,7.15,Unknown-153,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-05-29 02:19:32,Haflong Hills,Assam,LOW,36.15,8.81,39.17,30.04,34.99,34.47,2.72,13.7,Unknown-49,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-29 02:30:32,Thoubal Checkpoint,Manipur,LOW,22.81,32.42,0.0,27.03,0.0,46.69,45.96,13.25,Unknown-25,Unknown,Medium,5000,1.5,Extremely High,Unknown,Standard patrol procedures
2025-05-29 02:56:32,Haflong Hills,Assam,MODERATE,47.42,51.73,49.98,50.96,12.86,92.81,31.56,39.73,Unknown-22,Unknown,Medium,5000,1.5,Extremely High,Unknown,Enhanced monitoring and caution advised
2025-05-29 03:11:32,Kakching District,Manipur,LOW,27.9,31.79,22.45,28.56,8.45,31.88,49.78,43.92,Unknown-105,Unknown,Medium,5000,1.5,Low to Medium,Unknown,Standard patrol procedures
2025-05-29 03:38:32,Saiha District,Mizoram,LOW,35.49,56.43,31.59,27.3,4.75,39.51,36.08,20.96,Unknown-2,Unknown,Medium,5000,1.5,High,Unknown,Standard patrol procedures
2025-05-29 03:40:32,Cherrapunji Hills,Meghalaya,MODERATE,44.16,44.53,41.07,57.81,36.43,35.35,48.96,0.0,Unknown-55,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-05-29 04:03:32,Kakching District,Manipur,MODERATE,53.17,50.63,52.55,56.33,39.9,66.66,51.0,28.18,Unknown-3,Unknown,Medium,5000,1.5,High,Unknown,Enhanced monitoring and caution advised
2025-05-29 04:22:32,Imphal Airport Road,Manipur,LOW,19.58,43.46,23.05,28.82,28.45,63.06,5.53,18.19,Unknown-16,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-29 05:30:32,Longleng Checkpoint,Nagaland,MODERATE,40.88,36.04,33.34,45.45,8.67,51.32,44.18,11.39,Unknown-125,Unknown,Medium,5000,1.5,Medium to High,Unknown,Enhanced monitoring and caution advised
2025-05-29 05:33:32,Silchar Airport,Assam,LOW,11.78,0.0,13.06,0.08,50.41,15.08,11.95,0.0,Unknown-146,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-05-29 05:35:32,Mon Border Area,Nagaland,LOW,34.09,55.89,1.33,44.75,23.48,26.31,59.39,0.0,Unknown-182,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Standard patrol procedures
2025-05-29 06:15:32,Phek District,Nagaland,LOW,13.19,2.8,2.95,31.74,9.93,0.0,3.69,19.49,Unknown-21,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-29 06:16:32,Mon Border Area,Nagaland,LOW,14.85,21.53,28.3,16.13,3.53,9.4,35.69,0.0,Unknown-175,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Standard patrol procedures
2025-05-29 06:22:32,Kohima City,Nagaland,MODERATE,40.16,42.52,28.9,50.6,24.99,65.8,45.47,62.35,Unknown-108,Unknown,Medium,5000,1.5,Low to Medium,Unknown,Enhanced monitoring and caution advised
2025-05-29 06:29:32,Tezpur Airbase,Assam,LOW,27.03,24.18,21.04,27.25,27.4,14.58,67.89,53.04,Unknown-181,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Standard patrol procedures
2025-05-29 06:53:32,Udaipur District,Tripura,LOW,0.0,16.82,5.63,18.11,0.0,0.0,2.02,0.0,Unknown-125,Unknown,Medium,5000,1.5,Medium to High,Unknown,Standard patrol procedures
2025-05-29 07:06:32,Dibrugarh Oil Town,Assam,MODERATE,34.47,31.14,20.25,78.4,50.79,27.47,26.64,7.19,Unknown-182,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Enhanced monitoring and caution advised
2025-05-29 07:11:32,Kokrajhar Border,Assam,LOW,15.73,24.83,17.85,22.4,17.91,0.0,32.88,2.01,Unknown-109,Unknown,Medium,5000,1.5,Medium,Unknown,Standard patrol procedures
2025-05-29 07:22:32,Shillong City Center,Meghalaya,LOW,16.9,34.26,0.0,23.48,21.08,16.19,0.0,3.53,Unknown-160,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-05-29 08:38:32,Mokokchung Town,Nagaland,LOW,34.9,56.68,18.19,33.47,41.65,27.46,65.66,7.21,Unknown-74,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-29 09:39:32,Kakching District,Manipur,HIGH,64.31,75.75,60.13,49.52,62.01,64.47,10.08,84.4,Unknown-70,Unknown,Medium,5000,1.5,Very High,Unknown,Route diversion and increased surveillance
2025-05-29 09:41:32,Nongpoh Junction,Meghalaya,MODERATE,42.08,45.47,15.72,65.11,14.29,31.94,62.45,70.2,Unknown-27,Unknown,Medium,5000,1.5,Extremely High,Unknown,Enhanced monitoring and caution advised
2025-05-29 10:30:32,Dharmanagar Border,Tripura,LOW,18.26,22.05,26.21,3.74,14.87,22.79,16.9,41.85,Unknown-51,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-29 10:52:32,Tura Town,Meghalaya,MODERATE,41.58,61.6,24.24,55.82,64.11,5.71,39.43,86.53,Unknown-141,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-05-29 11:35:32,Wokha Checkpoint,Nagaland,MODERATE,38.28,16.63,28.26,64.11,37.69,22.41,71.67,16.54,Unknown-143,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-05-29 12:41:32,Mokokchung Town,Nagaland,LOW,31.89,23.92,0.0,86.08,14.2,5.52,65.6,26.4,Unknown-26,Unknown,Medium,5000,1.5,Extremely High,Unknown,Standard patrol procedures
2025-05-29 13:01:32,Senapati Checkpoint,Manipur,HIGH,65.38,81.08,56.13,63.05,62.04,55.03,43.39,1.42,Unknown-109,Unknown,Medium,5000,1.5,Medium,Unknown,Route diversion and increased surveillance
2025-05-29 13:13:32,Tezpur Airbase,Assam,LOW,22.38,28.18,0.0,22.61,11.22,61.79,33.3,36.88,Unknown-94,Unknown,Medium,5000,1.5,High,Unknown,Standard patrol procedures
2025-05-29 13:42:32,Wokha Checkpoint,Nagaland,LOW,33.65,28.7,35.55,42.71,31.91,42.26,43.8,5.99,Unknown-37,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-29 13:54:32,Bishnupur District,Manipur,MODERATE,36.98,42.58,55.65,25.38,14.35,40.37,60.95,7.78,Unknown-158,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-05-29 14:13:32,Aizawl City,Mizoram,LOW,10.72,12.42,9.83,17.68,0.0,16.13,17.86,0.0,Unknown-77,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-29 14:56:32,Guwahati City,Assam,LOW,31.38,28.79,30.47,35.53,17.24,18.21,34.23,24.74,Unknown-29,Unknown,Medium,5000,1.5,Extremely High,Unknown,Standard patrol procedures
2025-05-29 15:25:32,Phek District,Nagaland,HIGH,72.66,82.82,53.66,72.86,88.77,62.97,45.51,27.06,Unknown-185,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Route diversion and increased surveillance
2025-05-29 15:58:32,Baghmara District,Meghalaya,LOW,26.03,24.39,23.1,14.83,0.0,8.46,35.41,13.04,Unknown-115,Unknown,Medium,5000,1.5,Medium to High,Unknown,Standard patrol procedures
2025-05-29 16:37:32,Williamnagar Border,Meghalaya,MODERATE,45.91,58.88,0.0,78.0,43.61,9.31,63.13,16.53,Unknown-169,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Enhanced monitoring and caution advised
2025-05-29 16:51:32,Haflong Hills,Assam,LOW,21.46,23.64,28.87,20.03,0.0,49.53,29.93,0.0,Unknown-184,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Standard patrol procedures
2025-05-29 17:05:32,Kailashahar Checkpoint,Tripura,MODERATE,36.19,44.54,0.0,53.72,54.57,88.21,34.16,0.0,Unknown-40,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-05-29 17:20:32,Mon Border Area,Nagaland,LOW,28.11,29.79,0.0,30.51,38.62,0.0,43.83,6.45,Unknown-70,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-29 18:00:32,Cherrapunji Hills,Meghalaya,LOW,21.26,38.83,3.51,29.94,25.64,11.12,13.45,9.23,Unknown-3,Unknown,Medium,5000,1.5,High,Unknown,Standard patrol procedures
2025-05-29 18:00:32,Nongpoh Junction,Meghalaya,MODERATE,39.76,33.48,15.8,30.74,17.14,72.72,57.69,85.03,Unknown-181,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Enhanced monitoring and caution advised
2025-05-29 18:32:32,Imphal Airport Road,Manipur,LOW,26.23,47.65,27.41,51.97,46.45,15.95,31.4,11.59,Unknown-23,Unknown,Medium,5000,1.5,Extremely High,Unknown,Standard patrol procedures
2025-05-29 18:48:32,Peren Border,Nagaland,LOW,30.99,40.72,26.44,43.52,22.06,37.64,29.21,0.0,Unknown-41,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-29 19:08:32,Ziro Valley,Arunachal Pradesh,MODERATE,33.84,45.98,32.01,62.35,26.55,21.34,61.81,12.9,Unknown-51,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-05-29 19:14:32,Zunheboto Hills,Nagaland,HIGH,53.58,53.18,43.0,88.44,14.21,69.41,84.61,72.92,Unknown-33,Unknown,Medium,5000,1.5,Very High,Unknown,Route diversion and increased surveillance
2025-05-29 19:15:32,Lunglei Town,Mizoram,LOW,18.33,16.4,28.77,19.5,0.0,0.0,20.61,4.87,Unknown-20,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-29 19:33:32,Dimapur Junction,Nagaland,MODERATE,36.94,52.32,4.27,47.08,22.33,41.22,29.27,17.34,Unknown-33,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-05-29 19:37:32,Saiha District,Mizoram,HIGH,63.29,66.72,45.81,54.69,12.4,65.22,95.36,40.85,Unknown-108,Unknown,Medium,5000,1.5,Low to Medium,Unknown,Route diversion and increased surveillance
2025-05-29 20:04:32,Aizawl City,Mizoram,LOW,16.54,38.39,0.0,1.73,10.22,48.5,27.43,25.74,Unknown-163,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-05-29 20:39:32,Kohima City,Nagaland,LOW,7.81,4.92,0.0,27.11,0.0,17.02,19.1,0.0,Unknown-109,Unknown,Medium,5000,1.5,Medium,Unknown,Standard patrol procedures
2025-05-29 21:13:32,Bishnupur District,Manipur,CRITICAL,85.96,95.23,72.79,72.28,87.58,55.65,78.88,42.03,Unknown-29,Unknown,Medium,5000,1.5,Extremely High,Unknown,Immediate evacuation and EOD deployment
2025-05-29 21:20:32,Jowai Checkpoint,Meghalaya,MODERATE,42.11,42.31,14.63,58.38,53.57,88.71,69.43,0.0,Unknown-184,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Enhanced monitoring and caution advised
2025-05-29 21:36:32,Dawki Border,Meghalaya,LOW,9.44,27.24,4.63,21.93,16.86,21.86,7.35,0.0,Unknown-6,Unknown,Medium,5000,1.5,High,Unknown,Standard patrol procedures
2025-05-29 21:56:32,Saiha District,Mizoram,LOW,34.35,62.81,32.49,32.51,23.33,38.47,47.85,10.28,Unknown-145,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-05-29 22:06:32,Saiha District,Mizoram,MODERATE,51.86,5.94,51.31,97.8,37.32,73.57,100.0,48.96,Unknown-122,Unknown,Medium,5000,1.5,Medium to High,Unknown,Enhanced monitoring and caution advised
2025-05-29 22:33:32,Aizawl City,Mizoram,LOW,33.34,63.67,25.01,60.03,23.39,38.42,26.73,0.0,Unknown-42,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-29 23:00:32,Peren Border,Nagaland,LOW,8.85,7.47,6.92,22.9,14.85,6.58,0.0,7.44,Unknown-20,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-29 23:23:32,Ukhrul Hills,Manipur,MODERATE,46.73,38.32,50.05,50.57,47.69,51.24,13.84,100.0,Unknown-81,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-05-29 23:54:32,Tawang Border,Arunachal Pradesh,LOW,19.06,30.89,0.0,31.03,23.32,0.0,25.21,49.37,Unknown-183,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Standard patrol procedures
2025-05-30 00:34:32,Peren Border,Nagaland,LOW,31.64,23.72,26.75,42.13,0.0,11.43,19.0,0.0,Unknown-59,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-30 00:46:32,Jowai Checkpoint,Meghalaya,MODERATE,44.87,62.55,38.23,43.21,43.41,52.75,51.37,34.09,Unknown-139,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-05-30 00:57:32,Itanagar Capital,Arunachal Pradesh,MODERATE,46.22,68.52,56.12,54.88,4.43,6.01,14.83,16.79,Unknown-127,Unknown,Medium,5000,1.5,Medium to High,Unknown,Enhanced monitoring and caution advised
2025-05-30 01:29:32,Churachandpur Border,Manipur,HIGH,56.93,84.22,42.23,71.15,37.59,25.9,83.44,74.25,Unknown-185,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Route diversion and increased surveillance
2025-05-30 02:39:32,Dimapur Junction,Nagaland,LOW,33.52,90.37,25.55,14.23,0.0,11.11,36.72,1.87,Unknown-34,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-30 02:58:32,Saiha District,Mizoram,CRITICAL,74.09,82.51,64.45,64.0,80.34,59.12,100.0,18.8,Unknown-93,Unknown,Medium,5000,1.5,High,Unknown,Immediate evacuation and EOD deployment
2025-05-30 02:58:32,Nongpoh Junction,Meghalaya,HIGH,65.38,81.97,49.67,77.6,61.09,55.76,94.61,0.0,Unknown-101,Unknown,Medium,5000,1.5,Low to Medium,Unknown,Route diversion and increased surveillance
2025-05-30 03:07:32,Tuensang District,Nagaland,MODERATE,45.3,63.83,34.22,67.54,70.16,0.0,67.7,0.0,Unknown-149,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-05-30 03:16:32,Champhai Border,Mizoram,MODERATE,48.99,92.26,26.95,54.64,25.79,19.41,30.75,23.13,Unknown-121,Unknown,Medium,5000,1.5,Medium to High,Unknown,Enhanced monitoring and caution advised
2025-05-30 04:11:32,Jowai Checkpoint,Meghalaya,HIGH,76.2,79.54,27.76,84.56,70.12,99.7,73.54,47.76,Unknown-111,Unknown,Medium,5000,1.5,Medium to High,Unknown,Route diversion and increased surveillance
2025-05-30 05:11:32,Dimapur Junction,Nagaland,HIGH,61.34,58.68,50.65,59.11,42.16,32.37,94.27,55.67,Unknown-137,Unknown,Medium,5000,1.5,,Unknown,Route diversion and increased surveillance
2025-05-30 06:14:32,Imphal City Center,Manipur,LOW,20.69,33.98,32.11,31.83,6.89,0.0,10.26,49.75,Unknown-54,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-30 06:35:32,Jorhat District,Assam,LOW,18.22,20.34,7.57,28.18,22.2,12.15,12.49,25.94,Unknown-160,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-05-30 07:25:32,Zunheboto Hills,Nagaland,LOW,12.8,19.37,14.48,16.94,15.91,20.2,16.75,0.0,Unknown-49,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-30 07:26:32,Kailashahar Checkpoint,Tripura,LOW,13.54,46.74,22.51,5.01,13.2,19.37,8.4,71.99,Unknown-152,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-05-30 07:43:32,Nongpoh Junction,Meghalaya,MODERATE,39.76,40.0,53.34,40.65,0.27,36.58,49.26,32.74,Unknown-69,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-05-30 08:25:32,Nongpoh Junction,Meghalaya,MODERATE,35.49,26.42,37.16,24.17,10.26,12.62,18.12,24.76,Unknown-58,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-05-30 08:33:32,Longleng Checkpoint,Nagaland,CRITICAL,90.63,87.31,46.73,99.74,41.42,96.22,95.6,100.0,Unknown-48,Unknown,Medium,5000,1.5,Very High,Unknown,Immediate evacuation and EOD deployment
2025-05-30 08:49:32,Wokha Checkpoint,Nagaland,HIGH,65.83,74.95,34.21,54.6,64.25,90.46,13.1,86.79,Unknown-165,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Route diversion and increased surveillance
2025-05-30 09:05:32,Jiribam Railway Station,Manipur,LOW,26.54,43.45,42.6,15.72,24.09,44.73,29.35,19.5,Unknown-98,Unknown,Medium,5000,1.5,High,Unknown,Standard patrol procedures
2025-05-30 09:18:32,Champhai Border,Mizoram,HIGH,72.91,68.14,26.2,96.75,61.22,62.46,96.27,47.8,Unknown-94,Unknown,Medium,5000,1.5,High,Unknown,Route diversion and increased surveillance
2025-05-30 09:36:32,Aizawl City,Mizoram,MODERATE,40.11,68.26,35.57,68.9,40.17,82.95,57.03,40.84,Unknown-127,Unknown,Medium,5000,1.5,Medium to High,Unknown,Enhanced monitoring and caution advised
2025-05-30 09:54:32,Baghmara District,Meghalaya,LOW,30.32,35.32,3.37,59.79,31.77,30.45,18.06,0.0,Unknown-115,Unknown,Medium,5000,1.5,Medium to High,Unknown,Standard patrol procedures
2025-05-30 10:35:32,Dimapur Junction,Nagaland,HIGH,61.06,60.43,40.73,66.9,50.15,39.89,59.51,14.51,Unknown-175,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Route diversion and increased surveillance
2025-05-30 11:03:32,Imphal City Center,Manipur,LOW,25.19,19.75,37.52,44.32,24.03,0.0,18.42,0.0,Unknown-91,Unknown,Medium,5000,1.5,High,Unknown,Standard patrol procedures
2025-05-30 11:07:32,Phek District,Nagaland,LOW,23.36,14.89,24.63,32.05,20.82,43.99,33.72,0.0,Unknown-183,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Standard patrol procedures
2025-05-30 11:18:32,Tuensang District,Nagaland,HIGH,61.69,58.34,47.7,49.8,48.45,73.66,46.02,42.35,Unknown-109,Unknown,Medium,5000,1.5,Medium,Unknown,Route diversion and increased surveillance
2025-05-30 11:45:32,Jorhat District,Assam,MODERATE,36.77,41.48,26.51,27.62,46.98,19.17,51.73,57.14,Unknown-35,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-05-30 12:07:32,Imphal City Center,Manipur,MODERATE,54.3,80.25,1.3,57.55,45.53,64.22,37.87,40.21,Unknown-183,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Enhanced monitoring and caution advised
2025-05-30 12:33:32,Wokha Checkpoint,Nagaland,LOW,20.13,33.32,35.24,32.26,23.9,6.84,0.68,0.9,Unknown-77,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-30 12:41:32,Bishnupur District,Manipur,MODERATE,39.37,50.98,30.28,43.24,23.42,37.23,19.12,26.95,Unknown-144,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-05-30 12:52:32,Phek District,Nagaland,MODERATE,36.9,57.77,5.72,52.45,26.59,88.37,0.0,0.0,Unknown-149,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-05-30 13:33:32,Dawki Border,Meghalaya,LOW,28.83,21.75,33.32,95.78,7.37,0.0,0.0,3.22,Unknown-81,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-30 13:33:32,Bishnupur District,Manipur,LOW,34.9,28.53,44.17,45.91,13.04,56.06,45.04,2.05,Unknown-176,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Standard patrol procedures
2025-05-30 13:41:32,Tuensang District,Nagaland,MODERATE,50.83,80.0,27.8,58.47,60.51,13.05,80.33,49.06,Unknown-151,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-05-30 13:58:32,Itanagar Capital,Arunachal Pradesh,LOW,11.42,20.57,19.09,14.18,18.5,3.03,0.0,16.13,Unknown-56,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-30 14:20:32,Tura Town,Meghalaya,MODERATE,48.08,35.18,8.44,97.41,95.72,50.94,36.23,0.0,Unknown-73,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-05-30 14:46:32,Jiribam Railway Station,Manipur,MODERATE,55.44,73.19,50.48,69.47,31.78,55.12,48.34,51.0,Unknown-11,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-05-30 15:05:32,Belonia Checkpoint,Tripura,LOW,12.25,24.04,10.61,14.68,23.92,37.11,0.0,0.0,Unknown-7,Unknown,Medium,5000,1.5,High,Unknown,Standard patrol procedures
2025-05-30 15:27:32,Haflong Hills,Assam,HIGH,53.64,78.13,23.7,100.0,57.75,23.42,54.23,56.85,Unknown-163,Unknown,Medium,5000,1.5,,Unknown,Route diversion and increased surveillance
